contract,trading_day,event_count,closed_by_opposing_event_count,stop_loss_count,unresolved_count,closed_by_opposing_event_rate,stop_loss_rate,unresolved_rate,average_R,total_R,expectancy_R
NQZ09-CME,2009-09-30,113,84,29,0,0.7433628318584071,0.25663716814159293,0.0,-0.06705858919631316,-7.577620579183387,-0.06705858919631316
NQZ09-CME,2009-10-01,104,76,28,0,0.7307692307692307,0.2692307692307692,0.0,-0.29163253265063616,-30.32978339566616,-0.29163253265063616
NQZ09-CME,2009-10-04,98,74,24,0,0.7551020408163265,0.24489795918367346,0.0,-0.27694716183521545,-27.140821859851116,-0.27694716183521545
NQZ09-CME,2009-10-05,101,68,33,0,0.6732673267326733,0.32673267326732675,0.0,-0.17071282337168472,-17.241995160540156,-0.17071282337168472
NQZ09-CME,2009-10-06,87,64,23,0,0.735632183908046,0.26436781609195403,0.0,-0.30601395947121107,-26.623214473995365,-0.30601395947121107
NQZ09-CME,2009-10-07,96,71,25,0,0.7395833333333334,0.2604166666666667,0.0,-0.18352916772108255,-17.618800101223925,-0.18352916772108255
NQZ09-CME,2009-10-08,11,7,4,0,0.6363636363636364,0.36363636363636365,0.0,-0.7810835629017447,-8.591919191919192,-0.7810835629017447
NQZ09-CME,2009-10-11,82,64,18,0,0.7804878048780488,0.21951219512195122,0.0,0.21394826934039177,17.543758085912124,0.21394826934039177
NQZ09-CME,2009-10-12,108,89,19,0,0.8240740740740741,0.17592592592592593,0.0,-0.09006436209243303,-9.726951105982767,-0.09006436209243303
NQZ09-CME,2009-10-13,83,57,26,0,0.6867469879518072,0.3132530120481928,0.0,-0.49547500971556324,-41.12442580639175,-0.49547500971556324
NQZ09-CME,2009-10-14,96,72,24,0,0.75,0.25,0.0,-0.3427417372275179,-32.90320677384172,-0.3427417372275179
